PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,IsAlone,Title
774,0,3,1,1,0,1,1,1
775,1,2,0,3,2,0,0,3
776,0,3,1,1,0,0,1,1
777,0,3,1,2,0,2,1,1
778,1,3,0,0,1,0,1,2
779,0,3,1,1,0,2,1,1
780,1,1,0,2,3,0,0,3
781,1,3,0,0,0,1,1,2
782,1,1,0,1,3,0,0,3
783,0,1,1,1,2,0,1,1
784,0,3,1,1,2,0,0,1
785,0,3,1,1,0,0,1,1
786,0,3,1,1,0,0,1,1
787,1,3,0,1,0,0,1,2
788,0,3,1,0,2,2,0,4
789,1,3,1,0,2,0,0,4
790,0,1,1,2,3,1,1,1
791,0,3,1,1,0,2,1,1
792,0,2,1,0,2,0,1,1
793,0,3,0,1,3,0,0,2
794,0,1,1,0,2,1,1,1
795,0,3,1,1,0,0,1,1
796,0,2,1,2,1,0,1,1
797,1,1,0,3,2,0,1,5
798,1,3,0,1,1,0,1,3
799,0,3,1,1,0,1,1,1
800,0,3,0,1,2,0,0,3
801,0,2,1,2,1,0,1,1
802,1,2,0,1,2,0,0,3
803,1,1,1,0,3,0,0,4
804,1,3,1,0,1,1,0,4
805,1,3,1,1,0,0,1,1
806,0,3,1,1,0,0,1,1
807,0,1,1,2,0,0,1,1
808,0,3,0,1,0,0,1,2
809,0,2,1,2,1,0,1,1
810,1,1,0,2,3,0,0,3
811,0,3,1,1,0,0,1,1
812,0,3,1,2,2,0,1,1
813,0,2,1,2,1,0,1,1
814,0,3,0,0,3,0,0,2
815,0,3,1,1,1,0,1,1
816,0,1,1,1,0,0,1,1
817,0,3,0,1,1,0,1,2
818,0,2,1,1,3,1,0,1
819,0,3,1,2,0,0,1,1
820,0,3,1,0,2,0,0,4
821,1,1,0,3,3,0,0,3
822,1,3,1,1,1,0,1,1
823,0,1,1,2,0,0,1,5
824,1,3,0,1,1,0,0,3
825,0,3,1,0,3,0,0,4
826,0,3,1,1,0,2,1,1
827,0,3,1,1,3,0,1,1
828,1,2,1,0,3,1,0,4
829,1,3,1,1,0,2,1,1
830,1,1,0,3,3,0,1,3
831,1,3,0,0,2,1,0,3
832,1,2,1,0,2,0,0,4
833,0,3,1,2,0,1,1,1
834,0,3,1,1,0,0,1,1
835,0,3,1,1,1,0,1,1
836,1,1,0,2,3,1,0,2
837,0,3,1,1,1,0,1,1
838,0,3,1,1,1,0,1,1
839,1,3,1,1,3,0,1,1
840,1,1,1,1,2,1,1,1
841,0,3,1,1,1,0,1,1
842,0,2,1,0,1,0,1,1
843,1,1,0,1,2,1,1,2
844,0,3,1,2,0,1,1,1
845,0,3,1,1,1,0,1,1
846,0,3,1,2,0,0,1,1
847,0,3,1,1,3,0,0,1
848,0,3,1,2,0,1,1,1
849,0,2,1,1,3,0,0,5
850,1,1,0,1,3,1,0,3
851,0,3,1,0,3,0,0,4
852,0,3,1,4,0,0,1,1
853,0,3,0,0,2,1,0,2
854,1,1,0,0,3,0,0,2
855,0,2,0,2,2,0,0,3
856,1,3,0,1,1,0,0,3
857,1,1,0,2,3,0,0,3
858,1,1,1,3,2,0,1,1
859,1,3,0,1,2,1,0,3
860,0,3,1,1,0,1,1,1
861,0,3,1,2,1,0,0,1
862,0,2,1,1,1,0,0,1
863,1,1,0,2,2,0,1,3
864,0,3,0,1,3,0,0,2
865,0,2,1,1,1,0,1,1
866,1,2,0,2,1,0,1,3
867,1,2,0,1,1,1,0,2
868,0,1,1,1,3,0,1,1
869,0,3,1,2,1,0,1,1
870,1,3,1,0,1,0,0,4
871,0,3,1,1,0,0,1,1
872,1,1,0,2,3,0,0,3
873,0,1,1,2,0,0,1,1
874,0,3,1,2,1,0,1,1
875,1,2,0,1,2,1,0,3
876,1,3,0,0,0,1,1,2
877,0,3,1,1,1,0,1,1
878,0,3,1,1,0,0,1,1
879,0,3,1,1,0,0,1,1
880,1,1,0,3,3,1,0,3
881,1,2,0,1,2,0,0,3
882,0,3,1,2,0,0,1,1
883,0,3,0,1,1,0,1,2
884,0,2,1,1,1,0,1,1
885,0,3,1,1,0,0,1,1
886,0,3,0,2,2,2,0,3
887,0,2,1,1,1,0,1,5
888,1,1,0,1,2,0,1,2
889,0,3,0,1,2,0,0,2
890,1,1,1,1,2,1,1,1
891,0,3,1,1,0,2,1,1
