PassengerId,Survived,Pclass,Sex,Embarked,FamilySize,IsAlone,CategoricalFare,CategoricalAge,Title
695,0,1,1,0,1,1,3,2,5
696,0,2,1,0,1,1,2,2,3
697,0,3,1,0,1,1,2,2,3
698,1,3,0,2,1,1,0,0,2
699,0,1,1,1,3,0,1,2,3
700,0,3,1,0,1,1,0,2,3
701,1,1,0,1,2,0,1,3,4
702,1,1,1,0,1,1,3,1,3
703,0,3,0,1,2,0,2,3,2
704,0,3,1,2,1,1,0,0,3
705,0,3,1,0,2,0,0,0,3
706,0,2,1,0,1,1,3,2,3
707,1,2,0,0,1,1,2,2,4
708,1,1,1,0,1,1,3,2,3
709,1,1,0,0,1,1,1,0,2
710,1,3,1,1,3,0,3,0,1
711,1,1,0,1,1,1,1,0,5
712,0,1,1,0,1,1,3,0,3
713,1,1,1,0,2,0,1,2,3
714,0,3,1,0,1,1,2,1,3
715,0,2,1,0,1,1,2,2,3
716,0,3,1,0,1,1,0,3,3
717,1,1,0,1,1,1,1,1,2
718,1,2,0,0,1,1,2,0,2
719,0,3,1,2,1,1,3,0,3
720,0,3,1,0,1,1,0,1,3
721,1,2,0,0,2,0,1,3,2
722,0,3,1,0,2,0,0,3,3
723,0,2,1,0,1,1,2,1,3
724,0,2,1,0,1,1,2,2,3
725,1,1,1,0,2,0,1,0,3
726,0,3,1,0,1,1,2,3,3
727,1,2,0,0,4,0,3,1,4
728,1,3,0,2,1,1,0,0,2
729,0,2,1,0,2,0,3,0,3
730,0,3,0,0,2,0,2,0,2
731,1,1,0,0,1,1,1,1,2
732,0,3,1,1,1,1,3,3,3
733,0,2,1,0,1,1,0,0,3
734,0,2,1,0,1,1,2,0,3
735,0,2,1,0,1,1,2,0,3
736,0,3,1,0,1,1,3,1,3
737,0,3,0,0,5,0,1,2,4
738,1,1,1,1,1,1,1,1,3
739,0,3,1,0,1,1,0,0,3
740,0,3,1,0,1,1,0,0,3
741,1,1,1,0,1,1,3,0,3
742,0,1,1,0,2,0,1,1,3
743,1,1,0,1,5,0,1,0,2
744,0,3,1,0,2,0,3,0,3
745,1,3,1,0,1,1,2,1,3
746,0,1,1,0,3,0,1,2,5
747,0,3,1,0,3,0,3,3,3
748,1,2,0,0,1,1,2,1,2
749,0,1,1,0,2,0,1,3,3
750,0,3,1,2,1,1,0,1,3
751,1,2,0,0,3,0,3,3,2
752,1,3,1,0,2,0,2,3,1
753,0,3,1,0,1,1,2,1,3
754,0,3,1,0,1,1,0,0,3
755,1,2,0,0,4,0,1,2,4
756,1,2,1,0,3,0,3,3,1
757,0,3,1,0,1,1,0,4,3
758,0,2,1,0,1,1,2,3,3
759,0,3,1,0,1,1,2,1,3
760,1,1,0,0,1,1,1,1,5
761,0,3,1,0,1,1,3,0,3
762,0,3,1,0,1,1,0,2,3
763,1,3,1,1,1,1,0,3,3
764,1,1,0,0,4,0,1,1,4
765,0,3,1,0,1,1,0,3,3
766,1,1,0,0,2,0,1,2,4
767,0,1,1,1,1,1,1,0,5
768,0,3,0,2,1,1,0,1,2
769,0,3,1,2,2,0,3,0,3
770,0,3,1,0,1,1,2,1,3
771,0,3,1,0,1,1,2,0,3
772,0,3,1,0,1,1,0,2,3
773,0,2,0,0,1,1,2,2,4
774,0,3,1,1,1,1,0,0,3
775,1,2,0,0,5,0,3,2,4
776,0,3,1,0,1,1,0,3,3
777,0,3,1,2,1,1,0,0,3
778,1,3,0,0,1,1,2,3,2
779,0,3,1,2,1,1,0,0,3
780,1,1,0,0,2,0,1,2,4
781,1,3,0,1,1,1,0,3,2
782,1,1,0,0,2,0,1,3,4
783,0,1,1,0,1,1,3,1,3
784,0,3,1,0,4,0,3,0,3
785,0,3,1,0,1,1,0,0,3
786,0,3,1,0,1,1,0,0,3
787,1,3,0,0,1,1,0,3,2
788,0,3,1,2,6,0,3,3,1
789,1,3,1,0,4,0,3,3,1
790,0,1,1,1,1,1,1,2,3
791,0,3,1,2,1,1,0,0,3
792,0,2,1,0,1,1,3,3,3
793,0,3,0,0,11,0,1,0,2
794,0,1,1,1,1,1,3,0,3
795,0,3,1,0,1,1,0,0,3
796,0,2,1,0,1,1,2,2,3
797,1,1,0,0,1,1,3,2,5
798,1,3,0,0,1,1,2,1,4
799,0,3,1,1,1,1,0,1,3
800,0,3,0,0,3,0,3,1,4
801,0,2,1,0,1,1,2,1,3
802,1,2,0,0,3,0,3,1,4
803,1,1,1,0,4,0,1,3,1
804,1,3,1,1,2,0,2,3,1
805,1,3,1,0,1,1,0,0,3
806,0,3,1,0,1,1,0,1,3
807,0,1,1,0,1,1,0,2,3
808,0,3,0,0,1,1,0,3,2
809,0,2,1,0,1,1,2,2,3
810,1,1,0,0,2,0,1,1,4
811,0,3,1,0,1,1,0,0,3
812,0,3,1,0,1,1,3,2,3
813,0,2,1,0,1,1,2,1,3
814,0,3,0,0,7,0,1,3,2
815,0,3,1,0,1,1,2,1,3
816,0,1,1,0,1,1,0,0,3
817,0,3,0,0,1,1,2,0,2
818,0,2,1,1,3,0,1,1,3
819,0,3,1,0,1,1,0,2,3
820,0,3,1,0,6,0,3,3,1
821,1,1,0,0,3,0,1,2,4
822,1,3,1,0,1,1,2,0,3
823,0,1,1,0,1,1,0,1,5
824,1,3,0,0,2,0,2,0,4
825,0,3,1,0,6,0,1,3,1
826,0,3,1,2,1,1,0,0,3
827,0,3,1,0,1,1,1,0,3
828,1,2,1,1,3,0,1,3,1
829,1,3,1,2,1,1,0,0,3
830,1,1,0,0,1,1,1,2,4
831,1,3,0,1,2,0,2,3,4
832,1,2,1,0,3,0,3,3,1
833,0,3,1,1,1,1,0,0,3
834,0,3,1,0,1,1,0,0,3
835,0,3,1,0,1,1,2,3,3
836,1,1,0,1,3,0,1,2,2
837,0,3,1,0,1,1,2,0,3
838,0,3,1,0,1,1,2,0,3
839,1,3,1,0,1,1,1,1,3
840,1,1,1,1,1,1,3,0,3
841,0,3,1,0,1,1,2,3,3
842,0,2,1,0,1,1,2,3,3
843,1,1,0,1,1,1,3,1,2
844,0,3,1,1,1,1,0,1,3
845,0,3,1,0,1,1,2,3,3
846,0,3,1,0,1,1,0,2,3
847,0,3,1,0,11,0,1,0,3
848,0,3,1,1,1,1,0,1,3
849,0,2,1,0,2,0,1,4,5
850,1,1,0,1,2,0,1,0,4
851,0,3,1,0,7,0,1,3,1
852,0,3,1,0,1,1,0,2,3
853,0,3,0,1,3,0,3,3,2
854,1,1,0,0,2,0,1,3,2
855,0,2,0,0,2,0,3,2,4
856,1,3,0,0,2,0,2,3,4
857,1,1,0,0,3,0,1,2,4
858,1,1,1,0,1,1,3,2,3
859,1,3,0,1,4,0,3,0,4
860,0,3,1,1,1,1,0,0,3
861,0,3,1,0,3,0,2,2,3
862,0,2,1,0,2,0,2,0,3
863,1,1,0,0,1,1,3,2,4
864,0,3,0,0,11,0,1,0,2
865,0,2,1,0,1,1,2,0,3
866,1,2,0,0,1,1,2,2,4
867,1,2,0,1,2,0,2,0,2
868,0,1,1,0,1,1,1,1,3
869,0,3,1,0,1,1,2,0,3
870,1,3,1,0,3,0,2,3,1
871,0,3,1,0,1,1,0,0,3
872,1,1,0,0,3,0,1,2,4
873,0,1,1,0,1,1,0,1,3
874,0,3,1,0,1,1,2,2,3
875,1,2,0,1,2,0,3,4,4
876,1,3,0,1,1,1,0,3,2
877,0,3,1,0,1,1,2,3,3
878,0,3,1,0,1,1,0,3,3
879,0,3,1,0,1,1,0,0,3
880,1,1,0,1,2,0,1,2,4
881,1,2,0,0,2,0,3,0,4
882,0,3,1,0,1,1,0,1,3
883,0,3,0,0,1,1,2,0,2
884,0,2,1,0,1,1,2,4,3
885,0,3,1,0,1,1,0,0,3
886,0,3,0,2,6,0,3,2,4
887,0,2,1,0,1,1,2,0,5
888,1,1,0,0,1,1,3,3,2
889,0,3,0,0,4,0,3,0,2
890,1,1,1,1,1,1,3,0,3
891,0,3,1,2,1,1,0,1,3
